"","Time","TS..Surface.temperature.","T2M..2m_Temperature.","H..Averaged_Sensible_Heat_Flux.","LE..Averaged_Total_Latent_Heat_Flux.","GFLUX (Averaged_Ground_Heat_Flux)"
"458","1988-12-26 06:00:00",257.85,258.11,-14.9,19.5,-7.9
"459","1988-12-26 12:00:00",257.47,258.45,-37.4,5.3,0.8
"460","1988-12-26 18:00:00",260.56,262.3,-48.9,-4.6,10.1
"461","1988-12-27",263.9,264.91,-31.6,0.6,1.4
"462","1988-12-27 06:00:00",264.65,266.2,-36.2,-5.2,24.6
"463","1988-12-27 12:00:00",265.78,267.89,-50.9,-17.2,9.4
"464","1988-12-27 18:00:00",268.9,270.09,-14.9,-4.1,23.3
"465","1988-12-28",271.24,272.19,-10.7,-5.6,18.8
"466","1988-12-28 06:00:00",274.2,274.42,-10.6,-8.8,20.1
"467","1988-12-28 12:00:00",273.99,274.54,-8.9,-7.7,18.1
"468","1988-12-28 18:00:00",271.35,271.7,-8.8,2.2,5.1
"469","1988-12-29",272.33,272.25,-1,0.3,0.3
"470","1988-12-29 06:00:00",269.98,270.08,-6.6,-1.1,-2.1
"471","1988-12-29 12:00:00",269.61,269.66,-4.7,0,-1.6
"472","1988-12-29 18:00:00",269.05,269.28,-5.3,-2.1,-3.7
"473","1988-12-30",265.28,268.78,-17.2,-4.1,-18.8
"474","1988-12-30 06:00:00",266.94,271,-29.2,9.3,-1.1
"475","1988-12-30 12:00:00",263.54,267.67,-49.5,-14.9,-9.8
"476","1988-12-30 18:00:00",267.23,267.45,-10.4,11,-10.4
"477","1988-12-31",265.9,266.06,-7.3,1,2.3
"478","1988-12-31 06:00:00",264.44,265.23,-14.4,0.4,-19.3
"479","1988-12-31 12:00:00",260.1,265.56,-33.4,4.8,-54.3
"480","1988-12-31 18:00:00",260.98,265.77,-65.9,9.4,0.3
"481","1989-01-01",264.04,266.04,-39.9,30.5,-2.5
"482","1989-01-01 06:00:00",266.45,267.31,-19.7,5.4,12.3
"483","1989-01-01 12:00:00",271.62,273.37,-8.6,-4.9,18.8
"484","1989-01-01 18:00:00",272.65,273.76,-11.5,-8.9,24.3
