"","Time","TS..Surface.temperature.","T2M..2m_Temperature.","H..Averaged_Sensible_Heat_Flux.","LE..Averaged_Total_Latent_Heat_Flux.","GFLUX (Averaged_Ground_Heat_Flux)"
"465","2022-09-02",273.72,273.62,0.5,22.6,69.7
"466","2022-09-02 06:00:00",273.46,275.25,-12.6,9.8,32.3
"467","2022-09-02 12:00:00",268.47,272.39,-46.1,-6.7,-24.6
"468","2022-09-02 18:00:00",264.68,271.81,-22.7,-4.7,-34.8
"469","2022-09-03",273.93,274.5,-1.1,4.9,96
"470","2022-09-03 06:00:00",273.49,275.47,-5,1.8,38
"471","2022-09-03 12:00:00",268.06,274.04,-47.2,-4.8,-20.3
"472","2022-09-03 18:00:00",265.64,273.09,-28.1,-5.9,-31.9
"473","2022-09-04",274,275.61,-3.4,4.3,105.7
"474","2022-09-04 06:00:00",273.48,276.41,-7.4,3.2,38.1
"475","2022-09-04 12:00:00",267.77,274.45,-39.8,-6.1,-20.9
"476","2022-09-04 18:00:00",267.77,273.33,-49.5,-2.6,-23.5
"477","2022-09-05",273.91,274.89,-10.3,18.6,94.5
"478","2022-09-05 06:00:00",273.61,274.67,-16.4,-4.5,53.3
"479","2022-09-05 12:00:00",272.16,272.51,-5.5,-4.1,9.8
"480","2022-09-05 18:00:00",272.83,272.74,-0.3,0.1,0
"481","2022-09-06",273.45,273.46,-0.9,-0.5,35.3
"482","2022-09-06 06:00:00",273.39,273.92,-4.5,-3.8,26.9
"483","2022-09-06 12:00:00",273.19,273.59,-1.2,-1,3.4
"484","2022-09-06 18:00:00",273.15,273.16,-0.3,-0.2,-0.7
